holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,Rush Hour,Vehicles,DateTime,Junction
,259.65,0.0,0.0,90,Clouds,0,2604,2017-06-11 23:00:00,1
,259.77,0.0,0.0,90,Clouds,0,5417,2017-06-12 00:00:00,1
,259.9,0.0,0.0,90,Clouds,1,5273,2017-06-12 01:00:00,1
,260.15,0.0,0.0,90,Clouds,1,5464,2017-06-12 02:00:00,1
,261.15,0.0,0.0,90,Clouds,1,5100,2017-06-12 03:00:00,1
,262.15,0.0,0.0,90,Clouds,0,4239,2017-06-12 04:00:00,1
,263.15,0.0,0.0,90,Clouds,0,4553,2017-06-12 05:00:00,1
,264.15,0.0,0.0,90,Clouds,0,4658,2017-06-12 06:00:00,1
,264.65,0.0,0.0,90,Clouds,0,4708,2017-06-12 07:00:00,1
,264.81,0.0,0.0,90,Clouds,0,5234,2017-06-12 08:00:00,1
,264.9,0.0,0.0,90,Clouds,0,2718,2017-06-12 09:00:00,1
,264.58,0.0,0.0,90,Clouds,0,2384,2017-06-12 10:00:00,1
,264.58,0.0,0.0,90,Clouds,0,1428,2017-06-12 11:00:00,1
,264.58,0.0,0.0,90,Clouds,0,975,2017-06-12 12:00:00,1
,264.29,0.0,0.0,90,Clouds,0,505,2017-06-12 13:00:00,1
,264.44,0.0,0.0,90,Clouds,0,316,2017-06-12 14:00:00,1
,264.29,0.0,0.0,90,Clouds,0,211,2017-06-12 15:00:00,1
,263.86,0.0,0.0,90,Clouds,0,365,2017-06-12 16:00:00,1
,263.86,0.0,0.0,90,Clouds,0,785,2017-06-12 17:00:00,1
,262.77,0.0,0.0,75,Clouds,0,2698,2017-06-12 18:00:00,1
,261.02,0.0,0.0,40,Clouds,0,5699,2017-06-12 19:00:00,1
,260.77,0.0,0.0,75,Clouds,1,5992,2017-06-12 20:00:00,1
,261.86,0.0,0.0,20,Clouds,1,5849,2017-06-12 21:00:00,1
,263.58,0.0,0.0,20,Clouds,1,4911,2017-06-12 22:00:00,1
,264.89,0.0,0.0,20,Clouds,0,4417,2017-06-12 23:00:00,1
,266.29,0.0,0.0,1,Clear,0,4557,2017-06-13 00:00:00,1
,267.15,0.0,0.0,20,Clouds,0,4768,2017-06-13 01:00:00,1
,268.03,0.0,0.0,1,Clear,0,4915,2017-06-13 02:00:00,1
,268.73,0.0,0.0,1,Clear,0,5178,2017-06-13 03:00:00,1
,268.87,0.0,0.0,20,Clouds,0,5760,2017-06-13 04:00:00,1
,268.72,0.0,0.0,1,Clear,0,6350,2017-06-13 05:00:00,1
,268.15,0.0,0.0,20,Clouds,1,6199,2017-06-13 06:00:00,1
,266.72,0.0,0.0,20,Clouds,1,4659,2017-06-13 07:00:00,1
,265.72,0.0,0.0,1,Clear,1,3195,2017-06-13 08:00:00,1
,264.86,0.0,0.0,1,Clear,0,3271,2017-06-13 09:00:00,1
,264.52,0.0,0.0,1,Clear,0,2341,2017-06-13 10:00:00,1
,264.43,0.0,0.0,1,Clear,0,1841,2017-06-13 11:00:00,1
,263.39,0.0,0.0,20,Clouds,0,1445,2017-06-13 12:00:00,1
,263.29,0.0,0.0,20,Clouds,0,583,2017-06-13 13:00:00,1
,263.01,0.0,0.0,20,Clouds,0,341,2017-06-13 14:00:00,1
,263.02,0.0,0.0,75,Clouds,0,249,2017-06-13 15:00:00,1
,262.91,0.0,0.0,40,Clouds,0,371,2017-06-13 16:00:00,1
,263.41,0.0,0.0,90,Clouds,0,804,2017-06-13 17:00:00,1
,263.41,0.0,0.0,90,Clouds,0,2734,2017-06-13 18:00:00,1
,263.53,0.0,0.0,1,Clear,0,5853,2017-06-13 19:00:00,1
,264.28,0.0,0.0,90,Clouds,1,6499,2017-06-13 20:00:00,1
,264.9,0.0,0.0,75,Clouds,1,5582,2017-06-13 21:00:00,1
,265.9,0.0,0.0,75,Clouds,1,5055,2017-06-13 22:00:00,1
,267.29,0.0,0.0,90,Clouds,0,4405,2017-06-13 23:00:00,1
,268.15,0.0,0.0,90,Clouds,0,4676,2017-06-14 00:00:00,1
,269.3,0.0,0.0,90,Clouds,0,4932,2017-06-14 01:00:00,1
,269.66,0.0,0.0,90,Clouds,0,4929,2017-06-14 02:00:00,1
,270.3,0.0,0.0,90,Clouds,0,5602,2017-06-14 03:00:00,1
,270.3,0.0,0.0,90,Clouds,0,5993,2017-06-14 04:00:00,1
,270.3,0.0,0.0,90,Clouds,0,6541,2017-06-14 05:00:00,1
,270.03,0.0,0.0,90,Clouds,1,6232,2017-06-14 06:00:00,1
,269.78,0.0,0.0,90,Clouds,1,4623,2017-06-14 07:00:00,1
,269.4,0.0,0.0,90,Clouds,1,3216,2017-06-14 08:00:00,1
,269.4,0.0,0.0,75,Clouds,0,3088,2017-06-14 09:00:00,1
,268.78,0.0,0.0,20,Clouds,0,2883,2017-06-14 10:00:00,1
,268.28,0.0,0.0,1,Clear,0,2177,2017-06-14 11:00:00,1
,268.53,0.0,0.0,75,Clouds,0,1926,2017-06-14 12:00:00,1
,269.29,0.0,0.0,1,Clear,0,690,2017-06-14 13:00:00,1
,269.78,0.0,0.0,90,Clouds,0,368,2017-06-14 14:00:00,1
,270.53,0.0,0.0,90,Clouds,0,315,2017-06-14 15:00:00,1
,270.53,0.0,0.0,90,Clouds,0,406,2017-06-14 16:00:00,1
,270.78,0.0,0.0,75,Clouds,0,754,2017-06-14 17:00:00,1
,271.03,0.0,0.0,90,Clouds,0,2472,2017-06-14 18:00:00,1
,271.03,0.0,0.0,75,Clouds,0,5340,2017-06-14 19:00:00,1
,271.03,0.0,0.0,90,Clouds,1,6342,2017-06-14 20:00:00,1
,272.15,0.0,0.0,90,Clouds,1,5515,2017-06-14 21:00:00,1
,273.02,0.0,0.0,90,Clouds,1,4982,2017-06-14 22:00:00,1
,273.39,0.0,0.0,90,Clouds,0,4550,2017-06-14 23:00:00,1
,273.14,0.0,0.0,90,Clouds,0,4912,2017-06-15 00:00:00,1
,272.77,0.0,0.0,90,Clouds,0,5248,2017-06-15 01:00:00,1
,272.52,0.0,0.0,90,Clouds,0,5248,2017-06-15 02:00:00,1
,272.02,0.0,0.0,90,Clouds,0,5607,2017-06-15 03:00:00,1
,272.02,0.0,0.0,90,Clouds,0,5839,2017-06-15 04:00:00,1
,271.65,0.0,0.0,90,Clouds,0,6644,2017-06-15 05:00:00,1
,271.4,0.0,0.0,90,Clouds,1,5809,2017-06-15 06:00:00,1
,270.9,0.0,0.0,90,Clouds,1,4753,2017-06-15 07:00:00,1
,270.77,0.0,0.0,90,Clouds,1,3528,2017-06-15 08:00:00,1
,270.02,0.0,0.0,90,Clouds,0,2838,2017-06-15 09:00:00,1
,269.39,0.0,0.0,90,Clouds,0,3130,2017-06-15 10:00:00,1
,268.64,0.0,0.0,40,Clouds,0,2699,2017-06-15 11:00:00,1
,268.64,0.0,0.0,90,Clouds,0,2624,2017-06-15 12:00:00,1
,268.64,0.0,0.0,90,Clouds,0,1905,2017-06-15 13:00:00,1
,267.89,0.0,0.0,90,Clouds,0,776,2017-06-15 14:00:00,1
,267.01,0.0,0.0,90,Clouds,0,589,2017-06-15 15:00:00,1
,266.14,0.0,0.0,90,Clouds,0,437,2017-06-15 16:00:00,1
,265.01,0.0,0.0,20,Clouds,0,433,2017-06-15 17:00:00,1
,264.42,0.0,0.0,20,Clouds,0,775,2017-06-15 18:00:00,1
,263.42,0.0,0.0,1,Clear,0,1316,2017-06-15 19:00:00,1
,262.71,0.0,0.0,20,Clouds,1,2436,2017-06-15 20:00:00,1
,264.14,0.0,0.0,20,Clouds,1,3358,2017-06-15 21:00:00,1
,265.52,0.0,0.0,20,Clouds,1,4139,2017-06-15 22:00:00,1
,267.02,0.0,0.0,20,Clouds,0,4449,2017-06-15 23:00:00,1
,268.15,0.0,0.0,20,Clouds,0,4967,2017-06-16 00:00:00,1
,269.29,0.0,0.0,20,Clouds,0,5177,2017-06-16 01:00:00,1
,270.27,0.0,0.0,20,Clouds,0,4821,2017-06-16 02:00:00,1
,270.27,0.0,0.0,20,Clouds,0,5455,2017-06-16 03:00:00,1
,270.72,0.0,0.0,20,Clouds,0,5458,2017-06-16 04:00:00,1
,270.58,0.0,0.0,75,Clouds,0,5013,2017-06-16 05:00:00,1
,270.15,0.0,0.0,20,Clouds,1,4590,2017-06-16 06:00:00,1
,268.72,0.0,0.0,1,Clear,1,4529,2017-06-16 07:00:00,1
,267.14,0.0,0.0,1,Clear,1,3916,2017-06-16 08:00:00,1
,266.64,0.0,0.0,1,Clear,0,3231,2017-06-16 09:00:00,1
,265.77,0.0,0.0,1,Clear,0,4122,2017-06-16 10:00:00,1
,265.27,0.0,0.0,1,Clear,0,3698,2017-06-16 11:00:00,1
,264.77,0.0,0.0,1,Clear,0,1974,2017-06-16 12:00:00,1
,264.65,0.0,0.0,1,Clear,0,1220,2017-06-16 13:00:00,1
,264.39,0.0,0.0,1,Clear,0,785,2017-06-16 14:00:00,1
,264.9,0.0,0.0,1,Clear,0,442,2017-06-16 15:00:00,1
,265.65,0.0,0.0,1,Clear,0,433,2017-06-16 16:00:00,1
,266.15,0.0,0.0,75,Clouds,0,494,2017-06-16 17:00:00,1
,267.52,0.0,0.0,90,Clouds,0,815,2017-06-16 18:00:00,1
,268.86,0.0,0.0,90,Clouds,1,1034,2017-06-16 19:00:00,1
,269.59,0.0,0.0,90,Clouds,1,1663,2017-06-16 20:00:00,1
,270.87,0.0,0.0,90,Clouds,1,2497,2017-06-16 21:00:00,1
,272.28,0.0,0.0,90,Clouds,0,3153,2017-06-16 22:00:00,1
,274.02,0.0,0.0,90,Clouds,0,3789,2017-06-16 23:00:00,1
,275.9,0.0,0.0,90,Clouds,0,4313,2017-06-17 00:00:00,1
,277.15,0.0,0.0,90,Clouds,0,4542,2017-06-17 01:00:00,1
,278.78,0.0,0.0,90,Clouds,0,4725,2017-06-17 02:00:00,1
,279.28,0.0,0.0,90,Clouds,0,4787,2017-06-17 03:00:00,1
,279.28,0.0,0.0,90,Clouds,0,4850,2017-06-17 04:00:00,1
,279.4,0.0,0.0,90,Clouds,1,4298,2017-06-17 05:00:00,1
,279.15,0.0,0.0,90,Clouds,1,3950,2017-06-17 06:00:00,1
,278.58,0.0,0.0,90,Clouds,1,3230,2017-06-17 07:00:00,1
,277.27,0.0,0.0,90,Clouds,0,2778,2017-06-17 08:00:00,1
,277.27,0.0,0.0,90,Clouds,0,2516,2017-06-17 09:00:00,1
,276.9,0.0,0.0,90,Clouds,0,4092,2017-06-17 10:00:00,1
,276.28,0.0,0.0,90,Clouds,0,1238,2017-06-17 11:00:00,1
,276.4,0.0,0.0,75,Clouds,0,656,2017-06-17 12:00:00,1
,275.65,0.0,0.0,75,Clouds,0,347,2017-06-17 13:00:00,1
,274.52,0.0,0.0,20,Clouds,0,302,2017-06-17 14:00:00,1
,273.78,0.0,0.0,20,Clouds,0,374,2017-06-17 15:00:00,1
,274.53,0.0,0.0,1,Clear,0,854,2017-06-17 16:00:00,1
,275.72,0.0,0.0,1,Clear,0,2478,2017-06-17 17:00:00,1
,276.01,0.0,0.0,1,Clear,0,5147,2017-06-17 18:00:00,1
,276.58,0.0,0.0,20,Clouds,1,6141,2017-06-17 19:00:00,1
,276.28,0.0,0.0,40,Clouds,1,5359,2017-06-17 20:00:00,1
,278.44,0.0,0.0,40,Clouds,1,4749,2017-06-17 21:00:00,1
,280.58,0.0,0.0,40,Clouds,0,4122,2017-06-17 22:00:00,1
,281.65,0.0,0.0,40,Clouds,0,4362,2017-06-17 23:00:00,1
,281.77,0.0,0.0,75,Clouds,0,4606,2017-06-18 00:00:00,1
,282.29,0.0,0.0,75,Clouds,0,4739,2017-06-18 01:00:00,1
,282.15,0.0,0.0,1,Clear,0,5045,2017-06-18 02:00:00,1
,282.72,0.0,0.0,1,Clear,0,5630,2017-06-18 03:00:00,1
,282.15,0.0,0.0,1,Clear,0,6260,2017-06-18 04:00:00,1
,282.01,0.0,0.0,90,Clouds,1,5915,2017-06-18 05:00:00,1
,281.14,0.0,0.0,90,Clouds,1,4569,2017-06-18 06:00:00,1
,280.15,0.0,0.0,90,Clouds,1,3222,2017-06-18 07:00:00,1
,279.58,0.0,0.0,75,Clouds,0,2531,2017-06-18 08:00:00,1
,279.29,0.0,0.0,90,Clouds,0,2072,2017-06-18 09:00:00,1
,278.58,0.0,0.0,90,Clouds,0,3146,2017-06-18 10:00:00,1
,278.15,0.0,0.0,90,Clouds,0,1451,2017-06-18 11:00:00,1
,277.65,0.0,0.0,90,Clouds,0,616,2017-06-18 12:00:00,1
,278.15,0.0,0.0,90,Clouds,0,426,2017-06-18 13:00:00,1
,277.96,0.0,0.0,90,Clouds,0,278,2017-06-18 14:00:00,1
,277.66,0.0,0.0,90,Clouds,0,389,2017-06-18 15:00:00,1
,277.17,0.0,0.0,90,Clouds,0,823,2017-06-18 16:00:00,1
,276.62,0.51,0.0,90,Rain,0,2615,2017-06-18 17:00:00,1
,276.57,0.25,0.0,90,Rain,0,5338,2017-06-18 18:00:00,1
,276.35,0.25,0.0,90,Rain,1,6418,2017-06-18 19:00:00,1
,275.96,0.51,0.0,90,Rain,1,5297,2017-06-18 20:00:00,1
,276.04,0.0,0.0,90,Clouds,1,4871,2017-06-18 21:00:00,1
,276.35,0.0,0.0,90,Clouds,0,4278,2017-06-18 22:00:00,1
,276.85,0.0,0.0,90,Clouds,0,4577,2017-06-18 23:00:00,1
,277.27,0.0,0.0,90,Clouds,0,4717,2017-06-19 00:00:00,1
,277.83,0.0,0.0,90,Clouds,0,4856,2017-06-19 01:00:00,1
,278.39,0.0,0.0,90,Clouds,0,5124,2017-06-19 02:00:00,1
,278.69,0.0,0.0,90,Clouds,0,5665,2017-06-19 03:00:00,1
,278.7,0.0,0.0,75,Clouds,0,6367,2017-06-19 04:00:00,1
,278.41,0.0,0.0,75,Clouds,1,6120,2017-06-19 05:00:00,1
,277.47,0.0,0.0,75,Clouds,1,4565,2017-06-19 06:00:00,1
,276.47,0.0,0.0,75,Clouds,1,3230,2017-06-19 07:00:00,1
,275.31,0.0,0.0,75,Clouds,0,2839,2017-06-19 08:00:00,1
,274.56,0.0,0.0,40,Clouds,0,2679,2017-06-19 09:00:00,1
,273.55,0.0,0.0,20,Clouds,0,3751,2017-06-19 10:00:00,1
,272.72,0.0,0.0,20,Clouds,0,1175,2017-06-19 11:00:00,1
,271.82,0.0,0.0,20,Clouds,0,550,2017-06-19 12:00:00,1
,270.65,0.0,0.0,20,Clouds,0,334,2017-06-19 13:00:00,1
,269.86,0.0,0.0,20,Clouds,0,237,2017-06-19 14:00:00,1
,268.99,0.0,0.0,20,Clouds,0,369,2017-06-19 15:00:00,1
,268.02,0.0,0.0,20,Clouds,0,809,2017-06-19 16:00:00,1
,266.66,0.0,0.0,20,Clouds,0,2613,2017-06-19 17:00:00,1
,265.9,0.0,0.0,1,Clear,0,5548,2017-06-19 18:00:00,1
,265.26,0.0,0.0,20,Clouds,1,6383,2017-06-19 19:00:00,1
,264.77,0.0,0.0,20,Clouds,1,5694,2017-06-19 20:00:00,1
,265.44,0.0,0.0,20,Clouds,1,5306,2017-06-19 21:00:00,1
,266.47,0.0,0.0,1,Clear,0,4535,2017-06-19 22:00:00,1
,267.21,0.0,0.0,40,Clouds,0,4785,2017-06-19 23:00:00,1
,268.34,0.0,0.0,75,Clouds,0,4824,2017-06-20 00:00:00,1
,269.15,0.0,0.0,75,Clouds,0,4815,2017-06-20 01:00:00,1
,269.94,0.0,0.0,75,Clouds,0,5378,2017-06-20 02:00:00,1
,270.29,0.0,0.0,75,Clouds,0,5818,2017-06-20 03:00:00,1
,270.67,0.0,0.0,40,Clouds,0,6462,2017-06-20 04:00:00,1
,270.77,0.0,0.0,20,Clouds,1,6039,2017-06-20 05:00:00,1
,270.57,0.0,0.0,20,Clouds,1,4631,2017-06-20 06:00:00,1
,269.85,0.0,0.0,20,Clouds,1,3368,2017-06-20 07:00:00,1
,269.4,0.0,0.0,40,Clouds,0,2803,2017-06-20 08:00:00,1
,268.8,0.0,0.0,75,Clouds,0,2288,2017-06-20 09:00:00,1
,267.48,0.0,0.0,40,Clouds,0,2456,2017-06-20 10:00:00,1
,266.88,0.0,0.0,1,Clear,0,2451,2017-06-20 11:00:00,1
,266.56,0.0,0.0,20,Clouds,0,634,2017-06-20 12:00:00,1
,266.52,0.0,0.0,20,Clouds,0,373,2017-06-20 13:00:00,1
,267.63,0.0,0.0,75,Clouds,0,241,2017-06-20 14:00:00,1
,268.42,0.0,0.0,90,Clouds,0,386,2017-06-20 15:00:00,1
,269.72,0.0,0.0,90,Clouds,0,841,2017-06-20 16:00:00,1
,269.57,0.0,0.0,90,Clouds,0,2623,2017-06-20 17:00:00,1
,269.3,0.0,0.0,75,Clouds,0,5446,2017-06-20 18:00:00,1
,268.78,0.0,0.0,20,Clouds,1,6331,2017-06-20 19:00:00,1
,269.15,0.0,0.0,1,Clear,1,5626,2017-06-20 20:00:00,1
,271.03,0.0,0.0,1,Clear,1,5068,2017-06-20 21:00:00,1
,274.29,0.0,0.0,1,Clear,0,4492,2017-06-20 22:00:00,1
,276.15,0.0,0.0,1,Clear,0,4803,2017-06-20 23:00:00,1
,278.01,0.0,0.0,1,Clear,0,5104,2017-06-21 00:00:00,1
,279.78,0.0,0.0,1,Clear,0,5055,2017-06-21 01:00:00,1
,280.53,0.0,0.0,1,Clear,0,5419,2017-06-21 02:00:00,1
,281.15,0.0,0.0,1,Clear,0,5884,2017-06-21 03:00:00,1
,281.78,0.0,0.0,20,Clouds,0,6598,2017-06-21 04:00:00,1
,281.77,0.0,0.0,20,Clouds,1,5988,2017-06-21 05:00:00,1
,281.86,0.0,0.0,40,Clouds,1,4523,2017-06-21 06:00:00,1
,280.89,0.0,0.0,20,Clouds,1,3382,2017-06-21 07:00:00,1
,280.43,0.0,0.0,20,Clouds,0,3068,2017-06-21 08:00:00,1
,279.52,0.0,0.0,20,Clouds,0,3788,2017-06-21 09:00:00,1
,279.27,0.0,0.0,20,Clouds,0,3180,2017-06-21 10:00:00,1
,279.15,0.0,0.0,75,Clouds,0,1290,2017-06-21 11:00:00,1
,278.97,0.0,0.0,20,Clouds,0,673,2017-06-21 12:00:00,1
,279.02,0.0,0.0,20,Clouds,0,412,2017-06-21 13:00:00,1
,278.65,0.0,0.0,75,Clouds,0,303,2017-06-21 14:00:00,1
,277.57,0.0,0.0,75,Clouds,0,394,2017-06-21 15:00:00,1
,277.17,0.0,0.0,75,Clouds,0,719,2017-06-21 16:00:00,1
,276.82,0.0,0.0,75,Clouds,0,2428,2017-06-21 17:00:00,1
,276.2,0.0,0.0,75,Clouds,0,5249,2017-06-21 18:00:00,1
,276.01,0.0,0.0,75,Clouds,1,6085,2017-06-21 19:00:00,1
,275.72,0.0,0.0,75,Clouds,1,5727,2017-06-21 20:00:00,1
,275.76,0.0,0.0,90,Clouds,1,5088,2017-06-21 21:00:00,1
,276.22,0.0,0.0,75,Clouds,0,4702,2017-06-21 22:00:00,1
,276.96,0.0,0.0,90,Clouds,0,5220,2017-06-21 23:00:00,1
,277.61,0.0,0.0,90,Clouds,0,5419,2017-06-22 00:00:00,1
,277.86,0.0,0.0,90,Clouds,0,5586,2017-06-22 01:00:00,1
,278.34,0.0,0.0,75,Clouds,0,5589,2017-06-22 02:00:00,1
,278.36,0.0,0.0,75,Clouds,0,5925,2017-06-22 03:00:00,1
,277.37,0.0,0.0,75,Clouds,0,6316,2017-06-22 04:00:00,1
,276.67,0.0,0.0,40,Clouds,1,5744,2017-06-22 05:00:00,1
,275.72,0.0,0.0,20,Clouds,1,4490,2017-06-22 06:00:00,1
,274.46,0.0,0.0,1,Clear,1,3737,2017-06-22 07:00:00,1
,273.45,0.0,0.0,1,Clear,0,3012,2017-06-22 08:00:00,1
,272.47,0.0,0.0,1,Clear,0,2863,2017-06-22 09:00:00,1
,271.57,0.0,0.0,1,Clear,0,2505,2017-06-22 10:00:00,1
,270.83,0.0,0.0,20,Clouds,0,1627,2017-06-22 11:00:00,1
,269.66,0.0,0.0,20,Clouds,0,998,2017-06-22 12:00:00,1
,269.09,0.0,0.0,1,Clear,0,632,2017-06-22 13:00:00,1
,268.38,0.0,0.0,20,Clouds,0,519,2017-06-22 14:00:00,1
,267.72,0.0,0.0,75,Clouds,0,355,2017-06-22 15:00:00,1
,267.19,0.0,0.0,75,Clouds,0,372,2017-06-22 16:00:00,1
,266.38,0.0,0.0,75,Clouds,0,656,2017-06-22 17:00:00,1
,266.19,0.0,0.0,40,Clouds,0,1231,2017-06-22 18:00:00,1
,265.7,0.0,0.0,75,Clouds,1,2143,2017-06-22 19:00:00,1
,266.03,0.0,0.0,90,Clouds,1,3299,2017-06-22 20:00:00,1
,266.77,0.0,0.0,90,Clouds,1,3641,2017-06-22 21:00:00,1
,268.22,0.0,0.0,90,Clouds,0,4043,2017-06-22 22:00:00,1
,269.78,0.0,0.0,75,Clouds,0,4380,2017-06-22 23:00:00,1
,270.54,0.0,0.0,75,Clouds,0,4636,2017-06-23 00:00:00,1
,271.07,0.0,0.0,90,Clouds,0,4734,2017-06-23 01:00:00,1
,271.48,0.0,0.0,90,Clouds,0,4794,2017-06-23 02:00:00,1
,271.76,0.0,0.0,90,Clouds,0,4893,2017-06-23 03:00:00,1
,271.97,0.0,0.0,90,Clouds,0,4548,2017-06-23 04:00:00,1
,272.05,0.0,0.0,75,Clouds,1,4531,2017-06-23 05:00:00,1
,271.81,0.0,0.0,75,Clouds,1,4126,2017-06-23 06:00:00,1
,270.73,0.0,0.0,75,Clouds,1,3647,2017-06-23 07:00:00,1
,269.8,0.0,0.0,75,Clouds,0,3003,2017-06-23 08:00:00,1
,269.25,0.0,0.0,75,Clouds,0,3252,2017-06-23 09:00:00,1
,268.29,0.0,0.0,75,Clouds,0,4358,2017-06-23 10:00:00,1
,267.3,0.0,0.0,20,Clouds,0,2172,2017-06-23 11:00:00,1
,266.49,0.0,0.0,1,Clear,0,1400,2017-06-23 12:00:00,1
,265.64,0.0,0.0,1,Clear,0,981,2017-06-23 13:00:00,1
,264.77,0.0,0.0,1,Clear,0,683,2017-06-23 14:00:00,1
,263.77,0.0,0.0,1,Clear,0,368,2017-06-23 15:00:00,1
,263.58,0.0,0.0,1,Clear,0,294,2017-06-23 16:00:00,1
,262.14,0.0,0.0,1,Clear,0,438,2017-06-23 17:00:00,1
,261.86,0.0,0.0,1,Clear,0,737,2017-06-23 18:00:00,1
,261.29,0.0,0.0,1,Clear,1,1022,2017-06-23 19:00:00,1
,261.29,0.0,0.0,1,Clear,1,1738,2017-06-23 20:00:00,1
,262.78,0.0,0.0,1,Clear,1,2693,2017-06-23 21:00:00,1
,263.97,0.0,0.0,1,Clear,0,3726,2017-06-23 22:00:00,1
,264.95,0.0,0.0,1,Clear,0,3757,2017-06-23 23:00:00,1
,266.1,0.0,0.0,1,Clear,0,4331,2017-06-24 00:00:00,1
,267.5,0.0,0.0,1,Clear,0,4429,2017-06-24 01:00:00,1
,268.37,0.0,0.0,20,Clouds,0,4362,2017-06-24 02:00:00,1
,269.14,0.0,0.0,40,Clouds,0,4186,2017-06-24 03:00:00,1
,269.26,0.0,0.0,75,Clouds,0,4108,2017-06-24 04:00:00,1
,269.43,0.0,0.0,90,Clouds,1,4003,2017-06-24 05:00:00,1
,269.23,0.0,0.0,90,Clouds,1,3537,2017-06-24 06:00:00,1
,268.68,0.0,0.0,90,Clouds,1,3424,2017-06-24 07:00:00,1
,268.33,0.0,0.0,75,Clouds,0,2536,2017-06-24 08:00:00,1
,267.96,0.0,0.0,75,Clouds,0,2058,2017-06-24 09:00:00,1
,267.76,0.0,0.0,75,Clouds,0,1554,2017-06-24 10:00:00,1
,267.83,0.0,0.0,90,Clouds,0,879,2017-06-24 11:00:00,1
,268.13,0.0,0.0,90,Clouds,0,497,2017-06-24 12:00:00,1
,268.05,0.0,0.0,75,Clouds,0,318,2017-06-24 13:00:00,1
,268.19,0.0,0.0,90,Clouds,0,218,2017-06-24 14:00:00,1
,268.39,0.0,0.0,90,Clouds,0,328,2017-06-24 15:00:00,1
,268.5,0.0,0.0,90,Clouds,0,781,2017-06-24 16:00:00,1
,268.48,0.0,0.0,90,Clouds,0,2565,2017-06-24 17:00:00,1
,268.72,0.0,0.0,90,Clouds,0,5424,2017-06-24 18:00:00,1
,268.93,0.0,0.0,90,Clouds,1,6306,2017-06-24 19:00:00,1
,269.29,0.0,0.0,90,Clouds,1,5266,2017-06-24 20:00:00,1
,269.37,0.0,0.0,90,Clouds,1,3929,2017-06-24 21:00:00,1
,269.76,0.25,0.0,90,Rain,0,3556,2017-06-24 22:00:00,1
,270.2,0.25,0.0,90,Rain,0,3716,2017-06-24 23:00:00,1
,271.51,0.25,0.0,90,Rain,0,4189,2017-06-25 00:00:00,1
,272.79,0.25,0.0,90,Rain,0,4450,2017-06-25 01:00:00,1
,273.82,0.25,0.0,90,Rain,0,4931,2017-06-25 02:00:00,1
,274.49,0.38,0.0,90,Rain,0,5607,2017-06-25 03:00:00,1
,274.94,0.25,0.0,20,Rain,0,6227,2017-06-25 04:00:00,1
,274.93,0.25,0.0,90,Rain,1,5788,2017-06-25 05:00:00,1
,274.5,0.25,0.0,20,Rain,1,4276,2017-06-25 06:00:00,1
,274.34,0.0,0.0,75,Clouds,1,2958,2017-06-25 07:00:00,1
,273.64,0.0,0.0,40,Clouds,0,2652,2017-06-25 08:00:00,1
,273.36,0.0,0.0,40,Clouds,0,2639,2017-06-25 09:00:00,1
,273.25,0.0,0.0,90,Clouds,0,1623,2017-06-25 10:00:00,1
,272.97,0.0,0.0,90,Clouds,0,1054,2017-06-25 11:00:00,1
,272.71,0.0,0.0,75,Clouds,0,659,2017-06-25 12:00:00,1
,272.35,0.0,0.0,75,Clouds,0,405,2017-06-25 13:00:00,1
,272.28,0.0,0.0,75,Clouds,0,290,2017-06-25 14:00:00,1
,271.94,0.0,0.0,75,Clouds,0,418,2017-06-25 15:00:00,1
,271.99,0.0,0.0,75,Clouds,0,842,2017-06-25 16:00:00,1
,271.98,0.0,0.0,90,Clouds,0,2623,2017-06-25 17:00:00,1
,271.97,0.0,0.0,90,Clouds,0,5637,2017-06-25 18:00:00,1
,271.83,0.0,0.0,90,Clouds,1,6291,2017-06-25 19:00:00,1
,271.48,0.0,0.0,90,Clouds,1,5619,2017-06-25 20:00:00,1
,271.7,0.0,0.0,90,Clouds,1,4782,2017-06-25 21:00:00,1
,272.81,0.0,0.0,90,Clouds,0,4240,2017-06-25 22:00:00,1
,273.3,0.25,0.0,1,Rain,0,4492,2017-06-25 23:00:00,1
,274.29,0.25,0.0,90,Rain,0,4732,2017-06-26 00:00:00,1
,274.78,0.25,0.0,90,Rain,0,4787,2017-06-26 01:00:00,1
,274.88,0.25,0.0,90,Rain,0,5104,2017-06-26 02:00:00,1
,274.91,0.0,0.0,90,Clouds,0,5614,2017-06-26 03:00:00,1
,275.02,0.25,0.0,90,Rain,0,6309,2017-06-26 04:00:00,1
,275.0,0.25,0.0,90,Rain,1,5968,2017-06-26 05:00:00,1
,274.07,0.0,0.0,90,Clouds,1,4315,2017-06-26 06:00:00,1
,273.08,0.0,0.0,90,Clouds,1,2988,2017-06-26 07:00:00,1
,272.51,0.25,0.0,90,Rain,0,2396,2017-06-26 08:00:00,1
,272.35,0.51,0.0,90,Rain,0,1956,2017-06-26 09:00:00,1
,272.06,0.76,0.0,90,Rain,0,1958,2017-06-26 10:00:00,1
,271.71,0.76,0.0,90,Rain,0,1474,2017-06-26 11:00:00,1
,271.33,0.25,0.0,90,Rain,0,481,2017-06-26 12:00:00,1
,270.96,0.25,0.0,90,Rain,0,350,2017-06-26 13:00:00,1
,270.69,0.25,0.0,90,Rain,0,289,2017-06-26 14:00:00,1
